Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,29521,,,,29521,,160025,,,0
H5,2019,2019,2019,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,1,,,,1,,0,,,0
H5,2019,2019,2019,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,178831,,,,178831,,993472,,,0
H5,2019,2019,2019,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,35,,,,35,,400,,,0
H5,2019,2019,2019,6,1,4,Re-Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,2100,,,,2100,,12125,,,0
H5,2019,2019,2019,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,732410,,,,732410,,3564497,,,6
H5,2019,2019,2019,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,8233,,,,8233,,42558,,,6
H5,2019,2019,2019,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,170510,,,,170510,,1050253,,,0
H5,2019,2019,2019,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,237935,,,,237935,,1305323,,,0
H5,2019,2019,2019,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,81057,,,,81057,,139460,,,0
H5,2019,2019,2019,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,3000677,,,,3000677,,8822847,,,0
H5,2019,2019,2019,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,427319,,,,427319,,2141702,,,0
H5,2019,2019,2019,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,0,,,,0,,2,,,0
H5,2019,2019,2019,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,727445,,,,727445,,4320010,,,6
H5,2019,2019,2019,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,887139,,,,887139,,1346949,,,6
H5,2019,2019,2019,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,222989,,,,222989,,1683768,,,0
H5,2019,2019,2019,6,1,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,2527,,,,2527,,30250,,,0
H5,2019,2019,2019,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,952146,,,,952146,,4194484,,,6
H5,2019,2019,2019,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,67,,,,67,,375,,,6
H5,2019,2019,2019,6,1,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,90000,,,,90000,,437452,,,0
H5,2019,2019,2019,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,36350,,,,36350,,151954,,,0
H5,2019,2019,2019,6,1,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,504,,,,504,,6617,,,0
H5,2019,2019,2019,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,513300,,,,513300,,2579969,,,0
H5,2019,2019,2019,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,4911448,,,,4911448,,26517681,,,0
H5,2019,2019,2019,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,22296,,,,22296,,99952,,,6
H5,2019,2019,2019,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,1200,,,,1200,,3166,,,0
H5,2019,2019,2019,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,8023723,,,,8023723,,24088730,,,0
H5,2019,2019,2019,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,99234,,,,99234,,279409,,,0
H5,2019,2019,2019,6,1,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,10070,,,,10070,,45467,,,0
H5,2019,2019,2019,6,1,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,25000,,,,25000,,30574,,,0
H4,2019,2019,2019,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,651,,,,651,,3761,,,0
H4,2019,2019,2019,6,1,2,Export,268,Georgia,GEO,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,0,,,,0,,4,,,0
H4,2019,2019,2019,6,1,3,Re-Export,268,Georgia,GEO,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,0,,,,0,,4,,,0
H4,2019,2019,2019,6,1,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,74390,,,,74390,,330351,,,0
H4,2019,2019,2019,6,1,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,15300,,,,15300,,59850,,,0
H4,2019,2019,2019,6,1,1,Import,634,Qatar,QAT,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,44640,,,,44640,,71483,,,0
H4,2019,2019,2019,6,1,1,Import,818,Egypt,EGY,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,5125,,,,5125,,19365,,,0
H4,2019,2019,2019,6,1,2,Export,818,Egypt,EGY,0,World,WLD,,,,,,,,040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",8,Weight in kilograms,25000,,,,25000,,40175,,,0
H3,2019,2019,2019,6,1,1,Import,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,040891,"Birds' eggs, not in shell (excl. yolks), dried, whether/not containing added sugar/other sweetening matter",8,Weight in kilograms,133,,,,133,,380,,,0
H3,2019,2019,2019,6,1,1,Import,678,Sao Tome and Principe,STP,0,World,WLD,,,,,,,,040891,"Birds' eggs, not in shell (excl. yolks), dried, whether/not containing added sugar/other sweetening matter",8,Weight in kilograms,40,,,,40,,383,,,0
